day_key,copresence_min,out_of_home_min,rar_amplitude,rar_iv,activity_counts,missing_count,data_quality
2026-07-01,54.80858591760886,94.66835437308328,0.9985887550484588,0.2625249124156997,201.9329966313693,0,valid
2026-07-02,32.59222357299626,124.0464422379605,0.9582542344496926,0.3082913456813959,210.27560720592453,0,valid
2026-07-03,80.66110253310643,115.01501654223684,0.9500708767925584,0.2449840796095141,157.1635253416249,0,valid
2026-07-04,113.69013210105776,78.0870818964468,0.9378262073344968,0.2826407374103424,217.3939406181264,0,valid
2026-07-05,129.30719501098395,55.98810650644239,0.9598057593091256,0.2585325659407252,248.41112445873563,0,valid
2026-07-06,36.37206254597345,51.89551164754588,0.9900395100601204,0.2350932248395795,188.901126735082,0,valid
2026-07-07,70.46642813196156,106.22094477398066,0.9303314266558376,0.2708632467276388,172.68408197375885,0,valid
2026-07-08,46.05323311142725,92.56880645745194,0.9929844108896978,0.2470271943282349,201.22360542187616,0,valid
2026-07-09,18.34601020713731,122.64653901132247,0.9078321572295238,0.2851655282131461,144.58601268668318,0,valid
2026-07-10,64.98004448945561,49.75769094397592,0.9003280897658826,0.2707765468517666,171.59754201467808,0,valid
2026-07-11,128.50767375247176,68.04758636032734,0.9206892498111066,0.2700163471897943,187.3509166296411,0,valid
2026-07-12,146.30645231925683,66.9059648530359,0.9492766193351,0.3506422323038251,180.168738165307,0,valid
2026-07-13,45.36766173309201,101.99999083275348,0.9579243563670322,0.2578916206455739,177.53191935409146,0,valid
2026-07-14,84.05763361166055,23.505039095628,0.8988323689461046,0.2847033828324484,183.7372269700848,0,valid
2026-07-15,63.72382036065388,89.15889356813388,1.0,0.2922901036797581,202.0820245164793,0,valid
2026-07-16,106.35353920924558,41.28199013815552,0.9146831490137696,0.2724552700520115,171.67553040553685,0,valid
2026-07-17,70.5452133116784,86.57489593975703,0.950728089414842,0.3174436452782948,143.77983621362165,0,valid
2026-07-18,133.39052187358502,76.55023514879653,0.8675267021654233,0.2728573518802735,215.15938354159195,0,valid
2026-07-19,112.32441734781112,78.88468175458142,0.9220378658501832,0.2807874608046056,254.44699623798044,0,valid
2026-07-20,44.26483620432023,108.646159350759,0.8903710727273447,0.2954432729360159,197.732885656306,0,valid
2026-07-21,36.63368348356203,113.76896689637402,0.8918830945245236,0.3377732033381317,153.09889646127218,0,valid
2026-07-22,91.15613521713932,87.44925333078496,0.9695965927168706,0.3249031548069175,195.4531689846636,0,valid
2026-07-23,34.923552980174904,104.45553116669572,0.8751721801395614,0.2743426044542527,206.3676981764532,0,valid
2026-07-24,54.49133647101428,89.50034720164781,0.9252295060002924,0.2893112920740123,169.59071027399995,0,valid
2026-07-25,163.10406035995007,89.79889281052414,0.8872758446026316,0.301576843446686,223.46709636618385,0,valid
2026-07-26,152.85356743448585,102.79019585584462,0.8660629594682298,0.3189147886919053,243.2125710419552,0,valid
2026-07-27,50.78019792339544,127.4682947771309,0.9366835003756568,0.2884477724405304,180.3476814826004,0,valid
2026-07-28,60.24384379539716,75.40421081705185,0.9608376769863766,0.2604710702746985,151.72856887297038,0,valid
2026-07-29,76.01644839124197,120.21034878361633,1.0,0.2867979577349084,147.1442161776862,0,valid
2026-07-30,72.2276147877198,101.45919293146414,0.8454613415106969,0.3327380070422935,180.89465101169293,0,valid
2026-07-31,55.81830021415491,140.58583830652677,0.9134989313679306,0.3228325706359025,204.81835803831189,0,valid
2026-08-01,140.8430762389252,90.06650469407208,0.9761525652031832,0.2730496318548061,213.36822773781,0,valid
2026-08-02,112.3452606961814,108.16554778505888,0.8301904983961041,0.3090503264783962,239.3809571167205,0,valid
2026-08-03,42.281558925826914,129.58328659750143,0.8678273974342946,0.2608298071215412,170.9510671067532,0,valid
2026-08-04,66.93862773292116,83.9111460917256,1.0,0.2529404641357419,154.80873178637833,0,valid
2026-08-05,61.43610732126537,95.06705223156152,0.8996474648141488,0.2683371575115275,190.6665470925941,0,valid
2026-08-06,40.45423672458583,90.83680728770594,0.9371610246922438,0.2518217696500661,206.39013589523088,0,valid
2026-08-07,25.902364690277405,109.78038880049364,0.914331147672134,0.2917530512320375,174.22882287024996,0,valid
2026-08-08,120.05180072197808,45.74442783199059,0.9404963962431684,0.2242367585304285,245.76092081444696,0,valid
2026-08-09,175.75115468179587,147.15049151583094,0.9782964346740473,0.2787932885474149,247.76014891968555,0,valid
2026-08-10,102.7781326087776,80.7034712250442,0.9636748970757196,0.3415532911091429,171.0572662894007,0,valid
2026-08-11,31.34726660541933,83.25158179320688,0.954315703133684,0.2396503774219619,202.5986325794579,0,valid
2026-08-12,68.16290937082064,67.57480754490349,0.8979485036201243,0.3089046172177065,202.07859811071512,0,valid
2026-08-13,71.7574305173946,55.62218306683173,0.9212294094067158,0.2774786700161284,214.5512620069524,0,valid
2026-08-14,74.25431024637888,55.20713416127386,0.9180882754840888,0.2576482543392205,171.49898015578412,0,valid
2026-08-15,153.6827937775476,43.61814945314133,0.904367463458391,0.2661114611570371,176.94004622656306,0,valid
2026-08-16,157.1148898880581,32.43884940611183,0.9350039591234618,0.2951601955758839,226.4720189036216,0,valid
2026-08-17,25.92989445936403,73.38151989716039,0.9938558628007372,0.271807615610491,179.25570532936229,0,valid
2026-08-18,51.75392441100389,86.78086561511446,0.966736531267374,0.2648726550755248,190.2453165305457,0,valid
2026-08-19,6.710966920476603,10.659526309129372,0.5679576916135302,1.372941882184132,74.1224664712868,0,valid
